number,priority,category,assignment_group,updated_by
INC0441023,1,Business Application,Digital Engineering Application Support,system
INC0426251,1,Business Application,Digital Engineering Application Support,system
INC0432174,1,Business Application,Digital Engineering Application Support,system
INC0402062,1,Business Application,Digital Engineering Application Support,system
INC0394077,1,Information,Digital Engineering Application Support,system
INC0407067,1,Business Application,Digital Engineering Application Support,system
INC0439783,1,Business Application,Digital Engineering Application Support,system
INC0458971,1,Business Application,Digital Engineering Application Support,LyndaG
INC0420959,1,Service,Digital Engineering Application Support,system
INC0397718,1,Business Application,Digital Engineering Application Support,ALA01125
INC0425413,1,Business Application,Digital Engineering Application Support,system
INC0400957,1,Business Application,Digital Engineering Application Support,system
INC0429093,1,Business Application,Digital Engineering Application Support,system
INC0426301,1,Business Application,Digital Engineering Application Support,system
INC0441010,1,Business Application,Digital Engineering Application Support,system
INC0414610,1,Business Application,Digital Engineering Application Support,system
INC0400931,1,Business Application,Digital Engineering Application Support,system
INC0417904,1,Business Application,Digital Engineering Application Support,system
INC0393360,1,Business Application,Digital Engineering Application Support,system
INC0420051,1,Business Application,Digital Engineering Application Support,system
INC0406368,1,Business Application,Digital Engineering Application Support,system
INC0444666,1,Business Application,Digital Engineering Application Support,system
INC0417851,1,Business Application,Digital Engineering Application Support,system
INC0413175,1,Business Application,Digital Engineering Application Support,system
INC0424103,1,Business Application,Digital Engineering Application Support,system
INC0410326,1,Business Application,Digital Engineering Application Support,system
INC0424116,1,Business Application,Digital Engineering Application Support,system
INC0438786,1,Business Application,Digital Engineering Application Support,system
INC0421093,1,Business Application,Digital Engineering Application Support,system
INC0422283,1,Business Application,Digital Engineering Application Support,system
INC0413082,1,Business Application,Digital Engineering Application Support,system
INC0436031,1,Business Application,Digital Engineering Application Support,system
INC0416839,1,Business Application,Digital Engineering Application Support,system
INC0418738,1,Information,Digital Engineering Application Support,system
INC0409982,1,Business Application,Digital Engineering Application Support,system
INC0417753,1,Business Application,Digital Engineering Application Support,system
INC0413197,1,Business Application,Digital Engineering Application Support,system
INC0409931,1,Business Application,Digital Engineering Application Support,system
INC0391364,1,Business Application,Digital Engineering Application Support,system
INC0415468,1,Information,Digital Engineering Application Support,system
INC0395562,1,Business Application,Digital Engineering Application Support,system
INC0424982,1,Business Application,Digital Engineering Application Support,system
INC0446722,1,Business Application,Digital Engineering Application Support,system
INC0396666,1,Business Application,Digital Engineering Application Support,system
INC0434892,1,Business Application,Digital Engineering Application Support,system
INC0459860,1,Business Application,Digital Engineering Application Support,LyndaG
INC0447675,1,Business Application,Digital Engineering Application Support,system
INC0438026,1,Business Application,Digital Engineering Application Support,system
INC0433096,1,Business Application,Digital Engineering Application Support,system
INC0450622,1,Business Application,Digital Engineering Application Support,system
INC0435991,1,Business Application,Digital Engineering Application Support,system
INC0450596,1,Business Application,Digital Engineering Application Support,system
INC0394575,1,Business Application,Digital Engineering Application Support,system
INC0426719,1,Business Application,Digital Engineering Application Support,system
INC0422207,1,Business Application,Digital Engineering Application Support,system
INC0426736,1,Business Application,Digital Engineering Application Support,system
INC0412057,1,Business Application,Digital Engineering Application Support,system
INC0395599,1,Business Application,Digital Engineering Application Support,system
INC0439767,1,Business Application,Digital Engineering Application Support,system
INC0405204,1,Business Application,Digital Engineering Application Support,system
INC0462112,1,Business Application,Digital Engineering Application Support,PedroRi
INC0403081,1,Business Application,Digital Engineering Application Support,system
INC0417761,1,Business Application,Digital Engineering Application Support,system
INC0414124,1,Business Application,Digital Engineering Application Support,system
INC0414469,1,Business Application,Digital Engineering Application Support,system
INC0396798,1,Business Application,Digital Engineering Application Support,system
INC0447655,1,Business Application,Digital Engineering Application Support,system
INC0408026,1,Business Application,Digital Engineering Application Support,system
INC0435984,1,Business Application,Digital Engineering Application Support,system
INC0407981,1,Business Application,Digital Engineering Application Support,system
INC0426738,1,Business Application,Digital Engineering Application Support,system
INC0407076,1,Business Application,Digital Engineering Application Support,system
INC0405266,1,Business Application,Digital Engineering Application Support,system
INC0416859,1,Business Application,Digital Engineering Application Support,system
INC0422543,1,Business Application,Digital Engineering Application Support,system
INC0463864,1,Business Application,Digital Engineering Application Support,PedroRi
INC0401901,1,Business Application,Digital Engineering Application Support,system
INC0405335,1,Business Application,Digital Engineering Application Support,system
INC0428127,1,Business Application,Digital Engineering Application Support,ALA01125
INC0416794,1,Business Application,Digital Engineering Application Support,system
INC0414463,1,Business Application,Digital Engineering Application Support,system
INC0421058,1,Business Application,Digital Engineering Application Support,system
INC0416767,1,Business Application,Digital Engineering Application Support,system
INC0412663,1,Service,Digital Engineering Application Support,system
INC0426726,1,Business Application,Digital Engineering Application Support,system
INC0423555,1,Failure,Digital Engineering Application Support,system
INC0416756,1,Business Application,Digital Engineering Application Support,system
INC0459055,1,Business Application,Digital Engineering Application Support,PedroRi
INC0426331,1,Business Application,Digital Engineering Application Support,system
INC0413107,1,Business Application,Digital Engineering Application Support,system
INC0464008,1,Business Application,Digital Engineering Application Support,ROT276869
INC0422279,1,Business Application,Digital Engineering Application Support,system
INC0394590,1,Business Application,Digital Engineering Application Support,system
INC0405228,1,Business Application,Digital Engineering Application Support,system
INC0407143,1,Business Application,Digital Engineering Application Support,system
INC0429577,1,Business Application,Digital Engineering Application Support,system
INC0421057,1,Business Application,Digital Engineering Application Support,system
INC0431075,1,Business Application,Digital Engineering Application Support,system
INC0400915,1,Business Application,Digital Engineering Application Support,system
INC0449455,1,Business Application,Digital Engineering Application Support,system
INC0448543,1,Business Application,Digital Engineering Application Support,system
INC0442843,1,Business Application,Digital Engineering Application Support,system
INC0434948,1,Business Application,Digital Engineering Application Support,system
INC0397677,1,Business Application,Digital Engineering Application Support,system
INC0416740,1,Business Application,Digital Engineering Application Support,system
INC0426353,1,Business Application,Digital Engineering Application Support,system
INC0451642,1,Business Application,Digital Engineering Application Support,system
INC0398544,1,Business Application,Digital Engineering Application Support,system
INC0394682,1,Business Application,Digital Engineering Application Support,system
INC0424949,1,Business Application,Digital Engineering Application Support,ALA01125
INC0392355,1,Business Application,Digital Engineering Application Support,system
INC0416777,1,Business Application,Digital Engineering Application Support,system
INC0449484,1,Business Application,Digital Engineering Application Support,system
INC0459904,1,Business Application,Digital Engineering Application Support,LyndaG
INC0462068,1,Business Application,Digital Engineering Application Support,ROT276869
INC0402976,1,Business Application,Digital Engineering Application Support,system
INC0405562,1,Business Application,Digital Engineering Application Support,system
INC0391366,1,Business Application,Digital Engineering Application Support,system
INC0397627,1,Business Application,Digital Engineering Application Support,system
INC0446683,1,Business Application,Digital Engineering Application Support,system
INC0407958,1,Business Application,Digital Engineering Application Support,system
INC0425394,1,Business Application,Digital Engineering Application Support,system
INC0406478,1,Business Application,Digital Engineering Application Support,system
INC0411939,1,Business Application,Digital Engineering Application Support,system
INC0460887,1,Business Application,Digital Engineering Application Support,ROT276869
INC0399794,1,Business Application,Digital Engineering Application Support,system
INC0437017,1,Business Application,Digital Engineering Application Support,system
INC0424144,1,Business Application,Digital Engineering Application Support,system
INC0424142,1,Business Application,Digital Engineering Application Support,system
INC0408838,1,Business Application,Digital Engineering Application Support,system
INC0464005,1,Business Application,Digital Engineering Application Support,PedroRi
INC0408988,1,Business Application,Digital Engineering Application Support,system
INC0410923,1,Business Application,Digital Engineering Application Support,system
INC0420022,1,Business Application,Digital Engineering Application Support,system
INC0391470,1,Business Application,Digital Engineering Application Support,system
INC0437023,1,Business Application,Digital Engineering Application Support,system
INC0395605,1,Business Application,Digital Engineering Application Support,system
INC0436000,1,Business Application,Digital Engineering Application Support,system
INC0410086,1,Information,Digital Engineering Application Support,system
INC0458981,1,Business Application,Digital Engineering Application Support,system
INC0407136,1,Business Application,Digital Engineering Application Support,system
INC0407127,1,Business Application,Digital Engineering Application Support,system
INC0463946,1,Business Application,Digital Engineering Application Support,ROT276869
INC0457692,1,Business Application,Digital Engineering Application Support,system
INC0404070,1,Business Application,Digital Engineering Application Support,system
INC0422556,1,Business Application,Digital Engineering Application Support,system
INC0442849,1,Business Application,Digital Engineering Application Support,system
INC0463985,1,Business Application,Digital Engineering Application Support,PedroRi
INC0443650,1,Business Application,Digital Engineering Application Support,system
INC0392395,1,Business Application,Digital Engineering Application Support,system
INC0421054,1,Business Application,Digital Engineering Application Support,system
INC0406483,1,Business Application,Digital Engineering Application Support,system
INC0421095,1,Business Application,Digital Engineering Application Support,system
INC0403054,1,Business Application,Digital Engineering Application Support,system
INC0394506,1,Business Application,Digital Engineering Application Support,system
INC0449425,1,Business Application,Digital Engineering Application Support,system
INC0414662,1,Business Application,Digital Engineering Application Support,system
INC0413193,1,Business Application,Digital Engineering Application Support,system
INC0423188,1,Business Application,Digital Engineering Application Support,system
INC0396627,1,Business Application,Digital Engineering Patient Portal Support,system
INC0395596,1,Business Application,Digital Engineering Patient Portal Support,system
INC0404695,1,Service,Digital Engineering Patient Portal Support,system
INC0412070,1,Business Application,Digital Engineering Patient Portal Support,system
INC0413094,1,Business Application,Digital Engineering Patient Portal Support,system
INC0396685,1,Business Application,Digital Engineering Patient Portal Support,system
INC0398524,1,Business Application,Digital Engineering Patient Portal Support,system
INC0422334,1,Business Application,Digital Engineering Patient Portal Support,system
INC0431103,1,Business Application,Digital Engineering Patient Portal Support,REY14459
INC0396671,1,Business Application,Digital Engineering Patient Portal Support,system
INC0396624,1,Business Application,Digital Engineering Patient Portal Support,system
INC0433932,1,Business Application,Digital Engineering Patient Portal Support,system
INC0415531,1,Failure,Digital Engineering Patient Portal Support,system
INC0432128,1,Business Application,Digital Engineering Patient Portal Support,REY14459
INC0398539,1,Business Application,Digital Engineering Patient Portal Support,system
INC0438810,1,Business Application,Digital Engineering Patient Portal Support,REY14459
INC0416150,1,Business Application,Digital Engineering Patient Portal Support,system
INC0412077,1,Business Application,Digital Engineering Patient Portal Support,system
INC0408962,1,Business Application,Digital Engineering Patient Portal Support,system
INC0445695,1,Business Application,Digital Engineering Patient Portal Support,system
INC0444702,1,Business Application,Digital Engineering Patient Portal Support,system
INC0404175,1,Business Application,Digital Engineering Patient Portal Support,system
INC0444644,1,Business Application,Digital Engineering Patient Portal Support,REY14459
INC0425357,1,Business Application,Digital Engineering Patient Portal Support,system
INC0439776,1,Business Application,Digital Engineering Patient Portal Support,REY14459
INC0441939,1,Failure,Digital Engineering RPA COE,system
INC0456259,1,Failure,Digital Engineering RPA COE,system
INC0422242,1,Failure,Digital Engineering RPA COE,system
INC0418396,0,Failure,Digital Engineering RPA COE,system
INC0401404,1,Failure,Digital Engineering RPA COE,system
INC0442842,1,Failure,Digital Engineering RPA COE,system
INC0424492,1,Failure,Digital Engineering RPA COE,system
INC0424486,0,Failure,Digital Engineering RPA COE,system
INC0445895,1,Failure,Digital Engineering RPA COE,system
INC0395094,1,Service,Digital Engineering RPA COE,system
INC0418059,0,Failure,Digital Engineering RPA COE,system
INC0439858,0,Failure,Digital Engineering RPA COE,system
INC0404495,0,Failure,Digital Engineering RPA COE,system
INC0396589,0,Failure,Digital Engineering RPA COE,system
INC0424481,1,Failure,Digital Engineering RPA COE,system
INC0432268,0,Failure,Digital Engineering RPA COE,system
INC0406535,1,Business Application,Digital Engineering Service Support,system
INC0406396,1,Business Application,Digital Engineering SRE Support,system
INC0425081,1,Business Application,Digital Engineering SRE Support,NAG06690
INC0406318,1,Business Application,Digital Engineering SRE Support,system
INC0406072,1,Business Application,Digital Engineering SRE Support,VAI23060
INC0417495,1,Business Application,Digital Engineering SRE Support,system
INC0417485,1,Business Application,Digital Engineering SRE Support,system
INC0406349,1,Business Application,Digital Engineering SRE Support,system
INC0417717,1,Business Application,Digital Engineering SRE Support,system
INC0406069,1,Business Application,Digital Engineering SRE Support,VAI23060
INC0406972,1,Failure,Digital Engineering SRE Support,system
INC0420804,1,Business Application,Digital Engineering SRE Support,system
INC0406378,1,Business Application,Digital Engineering SRE Support,system
INC0406070,1,Business Application,Digital Engineering SRE Support,VAI23060
INC0406338,1,Business Application,Digital Engineering SRE Support,system
INC0405502,1,Failure,Digital Engineering SRE Support,system
INC0417491,1,Business Application,Digital Engineering SRE Support,system
INC0406074,1,Business Application,Digital Engineering SRE Support,VAI23060
INC0441945,1,Failure,EHR - Medical Oncology Services,system
INC0404336,0,Failure,EHR - Medical Oncology Services,system
INC0449438,1,Business Application,EHR - Medical Oncology Services,system
INC0439542,1,Failure,EHR - Medical Oncology Services,system
INC0443828,1,Business Application,EHR - Medical Oncology Services,system
INC0408724,1,Service,EHR - Medical Oncology Services,system
INC0394856,1,Business Application,EHR - Medical Oncology Services,system
INC0417853,0,Failure,EHR - Medical Oncology Services,system
INC0443858,1,Failure,EHR - Medical Oncology Services,system
INC0444815,1,Failure,EHR - Medical Oncology Services,system
INC0443887,1,Failure,EHR - Medical Oncology Services,system
INC0408708,1,Failure,EHR - Medical Oncology Services,system
INC0444527,0,Failure,EHR Acute Case Management,system
INC0444518,1,Failure,EHR Acute Case Management,system
INC0443154,1,Business Application,EHR Acute Case Management,system
INC0404675,1,Failure,EHR Ambulatory,system
INC0438231,1,Business Application,EHR Ambulatory,system
INC0442083,0,Business Application,EHR Ambulatory,system
INC0456268,1,Business Application,EHR Ambulatory,system
INC0433532,1,Business Application,EHR Ambulatory,system
INC0399072,1,Business Application,EHR Ambulatory,system
INC0402461,1,Business Application,EHR Ambulatory,system
INC0423835,1,Business Application,EHR Ambulatory,system
INC0421616,1,Business Application,EHR Ambulatory,PedroH
INC0411478,1,Business Application,EHR Ambulatory,RamonPu
INC0418070,1,Business Application,EHR Ambulatory,system
INC0428389,1,Business Application,EHR Ambulatory,system
INC0428783,0,Business Application,EHR Ambulatory,system
INC0433564,1,Business Application,EHR Ambulatory,system
INC0415643,1,Failure,EHR Ambulatory,system
INC0404464,1,Business Application,EHR Ambulatory,system
INC0413041,1,Business Application,EHR Ambulatory,system
INC0450181,1,Failure,EHR Ambulatory,system
INC0415812,1,Business Application,EHR Ambulatory,system
INC0422532,1,Business Application,EHR Ambulatory,system
INC0430348,1,Business Application,EHR Ambulatory,system
INC0432593,1,Business Application,EHR Ambulatory,system
INC0443926,0,Business Application,EHR Ambulatory,system
INC0400801,1,Business Application,EHR Ambulatory,system
INC0451279,1,Business Application,EHR Ambulatory,AileenGP
INC0412061,1,Business Application,EHR Ambulatory,system
INC0443184,0,Business Application,EHR Ambulatory,system
INC0402757,1,Business Application,EHR Ambulatory,system
INC0403371,1,Business Application,EHR Ambulatory,system
INC0413037,0,Business Application,EHR Ambulatory,system
INC0458599,1,Business Application,EHR Ambulatory,MichaelMa
INC0424646,0,Failure,EHR Ambulatory,system
INC0451751,1,Business Application,EHR Ambulatory,system
INC0411521,1,Business Application,EHR Ambulatory,system
INC0401002,1,Service,EHR Ambulatory,system
INC0437058,0,Business Application,EHR Ambulatory,system
INC0447744,0,Business Application,EHR Ambulatory,system
INC0440964,1,Business Application,EHR Ambulatory,system
INC0442276,0,Business Application,EHR Ambulatory,system
INC0429098,1,Failure,EHR Ambulatory,system
INC0445906,1,Business Application,EHR Ambulatory,system
INC0452236,1,Failure,EHR Ambulatory,system
INC0417674,1,Business Application,EHR Ambulatory,system
INC0425438,0,Business Application,EHR Ambulatory,system
INC0424288,1,Business Application,EHR Ambulatory,system
INC0424180,0,Business Application,EHR Ambulatory,system
INC0400851,1,Business Application,EHR Ambulatory,system
INC0408424,1,Service,EHR Ambulatory,system
INC0459902,1,Failure,EHR Ambulatory,RamonPu
INC0392065,1,Business Application,EHR Ambulatory,system
INC0431581,1,Business Application,EHR Ambulatory,system
INC0458680,1,Failure,EHR Ambulatory,system
INC0447256,1,Business Application,EHR Ambulatory,system
INC0441275,1,Service,EHR Ambulatory,system
INC0447042,1,Business Application,EHR Ambulatory,system
INC0405932,1,Business Application,EHR Ambulatory,system
INC0461822,1,Business Application,EHR Ambulatory,BRA11150
INC0456929,1,Business Application,EHR Ambulatory,system
INC0438148,1,Failure,EHR Ambulatory,system
INC0430294,1,Business Application,EHR Ambulatory,system
INC0443754,1,Business Application,EHR Ambulatory,system
INC0442830,1,Business Application,EHR Ambulatory,system
INC0428293,0,Business Application,EHR Ambulatory,system
INC0445663,1,Business Application,EHR Ambulatory,system
INC0449864,1,Business Application,EHR Ambulatory,system
INC0440205,0,Business Application,EHR Ambulatory,system
INC0411636,1,Business Application,EHR Ambulatory,system
INC0432945,1,Failure,EHR Ambulatory,system
INC0440295,1,Business Application,EHR Ambulatory,system
INC0455201,1,Business Application,EHR Ambulatory,system
INC0462790,1,Failure,EHR Ambulatory,RamonPu
INC0427803,1,Business Application,EHR Ambulatory,system
INC0412745,1,Failure,EHR Ambulatory,system
INC0434141,1,Failure,EHR Ambulatory,system
INC0414165,1,Business Application,EHR Ambulatory,system
INC0403362,1,Service,EHR Ambulatory,system
INC0441101,1,Failure,EHR Ambulatory,system
INC0430016,0,Business Application,EHR Ambulatory,system
INC0442043,1,Business Application,EHR Ambulatory,system
INC0431177,1,Change/Enhancements,EHR Ambulatory,system
INC0463134,1,Business Application,EHR Ambulatory,AileenGP
INC0412592,1,Business Application,EHR Ambulatory,system
INC0451728,1,Business Application,EHR Ambulatory,system
INC0458850,1,Business Application,EHR Ambulatory,PedroH
INC0425150,1,Business Application,EHR Ambulatory,system
INC0443192,1,Business Application,EHR Ambulatory,system
INC0427291,0,Business Application,EHR Ambulatory,system
INC0441600,1,Business Application,EHR Ambulatory,system
INC0432348,0,Business Application,EHR Ambulatory,system
INC0428784,0,Business Application,EHR Ambulatory,system
INC0442061,1,Business Application,EHR Ambulatory,system
INC0462832,1,Failure,EHR Ambulatory,RamonPu
INC0429658,1,Failure,EHR Ambulatory,system
INC0397008,1,Business Application,EHR Ambulatory,system
INC0451175,1,Failure,EHR Ambulatory,system
INC0434270,0,Business Application,EHR Ambulatory,system
INC0435125,1,Service,EHR Ambulatory,system
INC0438391,1,Failure,EHR Ambulatory,system
INC0430097,0,Failure,EHR Ambulatory,system
INC0408267,1,Failure,EHR Ambulatory,system
INC0457449,1,Failure,EHR Ambulatory,system
INC0419057,1,Business Application,EHR Ambulatory,system
INC0406352,1,Business Application,EHR Ambulatory,system
INC0402788,1,Business Application,EHR Ambulatory,system
INC0394910,1,Business Application,EHR Ambulatory,system
INC0442994,1,Business Application,EHR Ambulatory,system
INC0416745,1,Business Application,EHR Ambulatory,system
INC0402656,1,Business Application,EHR Ambulatory,system
INC0411124,1,Business Application,EHR Ambulatory,system
INC0451099,1,Business Application,EHR Ambulatory,system
INC0391966,1,Business Application,EHR Ambulatory,system
INC0448056,1,Service,EHR Ambulatory,system
INC0418641,1,Service,EHR Ambulatory,system
INC0460087,1,Failure,EHR Ambulatory,RamonPu
INC0418978,1,Information,EHR Ambulatory,system
INC0416695,1,Business Application,EHR Ambulatory,system
INC0393546,1,Business Application,EHR Ambulatory,system
INC0412435,0,Failure,EHR Ambulatory,system
INC0403321,1,Failure,EHR Ambulatory,system
INC0426198,0,Business Application,EHR Ambulatory,system
INC0448577,1,Business Application,EHR Ambulatory,system
INC0413070,1,Business Application,EHR Ambulatory,system
INC0391740,1,Business Application,EHR Ambulatory,system
INC0430038,0,Business Application,EHR Ambulatory,system
INC0426892,1,Service,EHR Ambulatory,system
INC0419037,1,Failure,EHR Ambulatory,system
INC0447105,1,Business Application,EHR Ambulatory,system
INC0442047,1,Failure,EHR Ambulatory,system
INC0452004,1,Business Application,EHR Ambulatory,system
INC0416343,1,Business Application,EHR Ambulatory,system
INC0427152,0,Business Application,EHR Ambulatory,system
INC0432271,1,Business Application,EHR Ambulatory,system
INC0412278,0,Business Application,EHR Ambulatory,system
INC0425534,1,Failure,EHR Ambulatory,system
INC0419222,0,Failure,EHR Ambulatory,system
INC0405542,1,Business Application,EHR Ambulatory,system
INC0448182,1,Business Application,EHR Ambulatory,system
INC0414367,1,Service,EHR Ambulatory,system
INC0410254,1,Business Application,EHR Ambulatory,system
INC0396091,1,Failure,EHR Ambulatory,system
INC0403361,1,Business Application,EHR Ambulatory,system
INC0414625,1,Business Application,EHR Ambulatory,system
INC0443119,1,Service,EHR Ambulatory,system
INC0408067,1,Failure,EHR Ambulatory,system
INC0442486,1,Business Application,EHR Ambulatory,system
INC0451141,0,Business Application,EHR Ambulatory,system
INC0429530,1,Business Application,EHR Ambulatory,system
INC0428804,1,Service,EHR Ambulatory,system
INC0418674,1,Business Application,EHR Ambulatory,system
INC0403493,0,Service,EHR Ambulatory,system
INC0407382,1,Business Application,EHR Ambulatory,system
INC0435298,0,Business Application,EHR Ambulatory,system
INC0436301,0,Business Application,EHR Ambulatory,system
INC0397090,1,Service,EHR Ambulatory,system
INC0446676,1,Failure,EHR Ambulatory,system
INC0391831,1,Business Application,EHR Ambulatory,system
INC0412991,1,Failure,EHR Ambulatory,system
INC0452625,1,Business Application,EHR Ambulatory,system
INC0458552,1,Service,EHR Ambulatory,system
INC0436650,1,Business Application,EHR Ambulatory,system
INC0448154,1,Business Application,EHR Ambulatory,system
INC0419055,0,Business Application,EHR Ambulatory,system
INC0451909,1,Business Application,EHR Ambulatory,system
INC0422771,1,Business Application,EHR Ambulatory,system
INC0456728,1,Business Application,EHR Ambulatory,system
INC0413708,1,Business Application,EHR Ambulatory,system
INC0442215,0,Business Application,EHR Ambulatory,system
INC0409671,1,Service,EHR Ambulatory,system
INC0423763,1,Business Application,EHR Ambulatory,system
INC0437042,1,Business Application,EHR Ambulatory,system
INC0427399,1,Business Application,EHR Ambulatory,system
INC0432425,0,Business Application,EHR Ambulatory,system
INC0458055,0,Business Application,EHR Ambulatory,system
INC0404455,1,Business Application,EHR Ambulatory,system
INC0428732,1,Business Application,EHR Ambulatory,system
INC0419144,1,Business Application,EHR Ambulatory,system
INC0439021,1,Business Application,EHR Ambulatory,system
INC0404848,1,Business Application,EHR Ambulatory,system
INC0446410,1,Failure,EHR Ambulatory,system
INC0436659,1,Business Application,EHR Ambulatory,system
INC0436624,1,Business Application,EHR Ambulatory,system
INC0436157,1,Failure,EHR Ambulatory,system
INC0457956,0,Business Application,EHR Ambulatory,system
INC0398264,1,Business Application,EHR Ambulatory,system
INC0411312,1,Business Application,EHR Ambulatory,system
INC0422295,1,Business Application,EHR Ambulatory,system
INC0429486,1,Business Application,EHR Ambulatory,system
INC0412579,1,Business Application,EHR Ambulatory,system
INC0395668,1,Business Application,EHR Ambulatory,system
INC0402684,1,Business Application,EHR Ambulatory,system
INC0412431,1,Failure,EHR Ambulatory,system
INC0423264,0,Business Application,EHR Ambulatory,system
INC0457815,1,Failure,EHR Ambulatory,system
INC0459878,1,Service,EHR Ambulatory,Karinav
INC0457395,0,Business Application,EHR Ambulatory,system
INC0413270,1,Business Application,EHR Ambulatory,system
INC0411062,1,Business Application,EHR Ambulatory,system
INC0408137,1,Business Application,EHR Ambulatory,system
INC0429970,1,Business Application,EHR Ambulatory,system
INC0451661,1,Failure,EHR Ambulatory,system
INC0412348,1,Information,EHR Ambulatory,system
INC0395360,1,Business Application,EHR Ambulatory,system
INC0452169,1,Business Application,EHR Ambulatory,system
INC0430023,0,Business Application,EHR Ambulatory,system
INC0447261,1,Business Application,EHR Ambulatory,system
INC0395942,1,Failure,EHR Ambulatory,system
INC0395612,1,Business Application,EHR Ambulatory,system
INC0402739,1,Failure,EHR Ambulatory,system
INC0424336,0,Business Application,EHR Ambulatory,system
INC0443916,1,Business Application,EHR Ambulatory,system
INC0446762,1,Failure,EHR Ambulatory,system
INC0398762,1,Service,EHR Ambulatory,system
INC0401130,1,Business Application,EHR Ambulatory,system
INC0424190,0,Business Application,EHR Ambulatory,system
INC0393736,1,Business Application,EHR Ambulatory,system
INC0435695,1,Failure,EHR Ambulatory,system
INC0405811,1,Business Application,EHR Ambulatory,system
INC0434019,0,Business Application,EHR Ambulatory,system
INC0423293,1,Failure,EHR Ambulatory,system
INC0459154,1,Business Application,EHR Ambulatory,AileenGP
INC0428286,1,Business Application,EHR Ambulatory,system
INC0450735,1,Business Application,EHR Ambulatory,system
INC0414757,1,Failure,EHR Ambulatory,system
INC0412175,1,Business Application,EHR Ambulatory,system
INC0430356,0,Business Application,EHR Ambulatory,system
INC0427321,1,Business Application,EHR Ambulatory,system
INC0399910,1,Business Application,EHR Ambulatory,system
INC0427629,0,Business Application,EHR Ambulatory,system
INC0438384,1,Failure,EHR Ambulatory,system
INC0403374,1,Business Application,EHR Ambulatory,system
INC0459336,1,Business Application,EHR Ambulatory,system
INC0407352,1,Business Application,EHR Ambulatory,system
INC0402353,1,Business Application,EHR Ambulatory,system
INC0396741,1,Business Application,EHR Ambulatory,system
INC0402803,1,Business Application,EHR Ambulatory,system
INC0439018,1,Business Application,EHR Ambulatory,system
INC0459857,0,Business Application,EHR Ambulatory,AileenGP
INC0423194,1,Failure,EHR Ambulatory,system
INC0395601,1,Business Application,EHR Ambulatory,system
INC0427601,0,Business Application,EHR Ambulatory,system
INC0398674,1,Business Application,EHR Ambulatory,system
INC0433313,1,Business Application,EHR Ambulatory,system
INC0400861,1,Business Application,EHR Ambulatory,system
INC0441599,1,Business Application,EHR Ambulatory,system
INC0423589,1,Service,EHR Ambulatory,system
INC0435332,1,Business Application,EHR Ambulatory,qiutong.hou@capgemini.com
INC0439822,1,Failure,EHR Ambulatory,system
INC0442472,1,Business Application,EHR Ambulatory,system
INC0451500,1,Business Application,EHR Ambulatory,system
INC0393491,1,Business Application,EHR Ambulatory,system
INC0418973,0,Business Application,EHR Ambulatory,system
INC0401469,1,Failure,EHR Ambulatory,system
INC0449107,0,Service,EHR Ambulatory,system
INC0415905,1,Business Application,EHR Ambulatory,system
INC0447285,1,Business Application,EHR Ambulatory,system
INC0447938,1,Service,EHR Ambulatory,system
INC0459468,1,Business Application,EHR Ambulatory,BRA11150
INC0412275,1,Business Application,EHR Ambulatory,system
INC0394865,1,Service,EHR Ambulatory,system
INC0428991,1,Business Application,EHR Ambulatory,system
INC0416321,0,Business Application,EHR Ambulatory,system
INC0428434,0,Business Application,EHR Ambulatory,system
INC0413080,1,Business Application,EHR Ambulatory,system
INC0421082,1,Business Application,EHR Ambulatory,system
INC0461908,1,Failure,EHR Ambulatory,RamonPu
INC0432789,0,Business Application,EHR Ambulatory,system
INC0437024,1,Failure,EHR Ambulatory,system
INC0460916,1,Business Application,EHR Ambulatory,AileenGP
INC0443804,1,Business Application,EHR Ambulatory,system
INC0397639,1,Business Application,EHR Ambulatory,system
INC0440025,1,Business Application,EHR Ambulatory,system
INC0397822,1,Business Application,EHR Ambulatory,system
INC0451780,1,Service,EHR Ambulatory,system
INC0443633,1,Business Application,EHR Ambulatory,system
INC0399917,1,Failure,EHR Ambulatory,system
INC0460096,1,Failure,EHR Ambulatory,RamonPu
INC0444817,0,Business Application,EHR Ambulatory,system
INC0449015,1,Business Application,EHR Ambulatory,system
INC0426879,1,Service,EHR Ambulatory,system
INC0427145,0,Business Application,EHR Ambulatory,system
INC0423742,0,Business Application,EHR Ambulatory,system
INC0443821,1,Business Application,EHR Ambulatory,system
INC0403570,0,Failure,EHR Ambulatory,MichaelMes
INC0452708,1,Failure,EHR Ambulatory,system
INC0408419,1,Business Application,EHR Ambulatory,system
INC0428270,1,Business Application,EHR Ambulatory,system
INC0441043,1,Business Application,EHR Ambulatory,system
INC0405765,1,Business Application,EHR Ambulatory,system
INC0442508,1,Business Application,EHR Ambulatory,system
INC0409702,0,Failure,EHR Ambulatory,system
INC0458174,0,Business Application,EHR Ambulatory,system
INC0433222,1,Business Application,EHR Ambulatory,system
INC0452067,1,Service,EHR Ambulatory,system
INC0393634,1,Business Application,EHR Ambulatory,system
INC0413496,0,Business Application,EHR Ambulatory,system
INC0436678,0,Business Application,EHR Ambulatory,system
INC0436202,0,Business Application,EHR Ambulatory,system
INC0442279,0,Business Application,EHR Ambulatory,system
INC0462969,1,Failure,EHR Ambulatory,RamonPu
INC0446955,1,Failure,EHR Ambulatory,system
