number,config_item,location,child_incidents,channel,reassignment_count
INC0392709,Echo,South Miami Hospital,0,Phone,3
INC0430055,Provider - Security Request,BHSF Corporate,0,Phone,0
INC0394614,Provider - ePrescribe,Baptist Health Medical Group,0,Phone,0
INC0448873,Echo,BHSF Corporate,0,Phone,3
INC0402506,Citrix Access Gateway,BHSF Corporate,0,Phone,2
INC0398108,Cerner Millennium,BHSF Corporate,0,Email,0
INC0434384,Cerner Millennium,BHSF Corporate,0,Phone,6
INC0426595,Provider - Cerner Issue,Miami Cancer Institute,0,Email,0
INC0446043,Provider - Cerner Issue,Baptist Health South Florida,0,Self-service,1
INC0397686,Cerner Millennium,BHMG North,0,Virtual Agent,1
INC0412801,Cerner Millennium,,0,Phone,2
INC0396492,Echo,BHSF Corporate,0,Phone,2
INC0407647,Security Self Service Issue,Baptist Health Medical Group,0,Phone,6
INC0419397,Provider - Cerner Issue,,0,Phone,1
INC0447532,Provider - Cerner Issue,BHSF Corporate,0,Phone,2
INC0422667,Provider - Cerner Issue,Baptist Health South Florida,0,Chat,0
INC0431551,Cerner FirstNet,,0,Phone,0
INC0424969,Hardware Issue,Mariners Hospital,0,Self-service,4
INC0425702,BHMG Soarian Financials Support,BHSF Corporate,0,Self-service,1
INC0408244,Provider - Cerner Issue,BHSF Corporate,0,Self-service,0
INC0401274,Provider - Cerner Issue,Baptist Hospital of Miami,0,Self-service,5
INC0441942,Cerner Millennium,BHSF Corporate,0,Phone,3
INC0443197,Cerner Millennium,BHSF Corporate,0,Phone,0
INC0399945,Cerner Millennium,BHSF Corporate,0,Email,0
INC0425491,Provider - Cerner Physician Documentation,Baptist Health Enterprises,0,Phone,0
INC0391490,Provider - Cerner Issue,Baptist Hospital of Miami,0,Chat,0
INC0427674,Cerner Millennium,,0,Virtual Agent,0
INC0443121,Cerner Millennium,Baptist Health Medical Group,0,Phone,0
INC0391434,Cerner Millennium,Baptist Health South Florida,0,Chat,9
INC0391461,Provider - ePrescribe,Miami Cancer Institute,1,Email,1
INC0395148,Provider - ePrescribe,Miami Cancer Institute,0,Chat,0
INC0391977,Cerner Millennium,Miami Cancer Institute,0,Phone,4
INC0400093,Provider - Application Issue,Corporate,0,Self-service,1
INC0431232,BHMG Soarian Financials Support,Baptist Health Medical Group,0,Self-service,1
INC0446010,Cerner Millennium,Baptist Health South Florida,0,Phone,4
INC0391467,Provider - ePrescribe,Miami Cancer Institute,0,Email,0
INC0407056,Provider User Profile Management,Baptist Health Medical Group,0,Self-service,0
INC0436988,Provider - Cerner Issue,Baptist Health Medical Group,0,Phone,1
INC0403205,Cerner CareAware Nursing,Baptist Health Medical Group,0,Virtual Agent,2
INC0416533,Provider - Cerner Issue,BHSF Corporate,0,Email,1
INC0428654,Cerner PowerChart Touch,South Miami Hospital,0,Phone,5
INC0392522,Cerner RevCycle Registration,Fishermen's Community Hospital,0,Self-service,0
INC0393427,Cerner RevCycle Registration,Doctors Hospital,0,Self-service,0
INC0463309,Soarian Scheduling,Miami Cancer Institute,0,Self-service,1
INC0412056,Cerner Millennium,Miami Cancer Institute,0,Phone,3
INC0459897,Cerner Millennium,Baptist Outpatient Services,0,Phone,4
INC0422136,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0432501,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0434627,Cerner Millennium,Miami Cancer Institute,0,Phone,4
INC0441462,Cerner RevCycle Registration,Boca Raton Regional Hospital,0,Self-service,0
INC0445566,Cerner RevCycle Registration,West Kendall Baptist Hospital,0,Phone,3
INC0410508,Cerner Millennium,Baptist Outpatient Services,0,Phone,5
INC0423040,Cerner RevCycle Registration,Baptist Outpatient Services,0,Self-service,0
INC0418293,Revenue Cycle Analytics (RCA),,0,Phone,1
INC0391901,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0421483,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0433703,Revenue Cycle Analytics (RCA),Mariners Hospital,0,Phone,2
INC0419567,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0436324,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0450588,Cerner RevCycle Registration,Doctors Hospital,0,Self-service,0
INC0414175,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0427537,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,2
INC0399696,WZ10E7C6286DAC,Baptist Health Enterprises,0,Phone,3
INC0407363,Cerner RevCycle Registration,South Miami Hospital,0,Email,0
INC0432154,Cerner RevCycle Registration,BHSF Corporate,0,Phone,3
INC0428484,Provider - Cerner Issue,BHSF Corporate,0,Self-service,1
INC0460084,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0430281,WZ84A93E84A484,BHSF Corporate,0,Phone,3
INC0401672,Provider - Cerner Issue,Fishermen's Community Hospital,0,Self-service,1
INC0458911,Cerner RevCycle Registration,Baptist Outpatient Services,0,Self-service,0
INC0455466,Cerner RevCycle Registration,Baptist Outpatient Services,1,Self-service,0
INC0447922,WZ186024A3E8FE,South Miami Hospital,0,Phone,3
INC0436412,Cerner RevCycle Registration,Boca Raton Regional Hospital,0,Self-service,0
INC0422168,Cerner RevCycle Registration,Corporate,0,Self-service,0
INC0394626,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0449720,Provider - Cerner Issue,Baptist Outpatient Services,0,Self-service,1
INC0422160,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0445033,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,2
INC0435258,Cerner RevCycle Registration,BHSF Corporate,0,Phone,4
INC0402754,HealthPay24,Baptist Outpatient Services,0,Phone,3
INC0398656,WZ84A93E84ADCB,Baptist Outpatient Services,0,Phone,7
INC0433640,Syngo Radiology,BHSF Corporate,0,Chat,4
INC0404438,Cerner RevCycle Registration,Fishermen's Community Hospital,0,Self-service,1
INC0423544,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0430088,Cerner RevCycle Registration,BHSF Corporate,0,Email,0
INC0411858,WZ186024A96F5F,BHSF Corporate,0,Phone,3
INC0441471,Cerner RevCycle Registration,Boca Raton Regional Hospital,0,Self-service,0
INC0419699,Cerner PowerChart Touch,West Kendall Baptist Hospital,0,Phone,3
INC0460030,Cerner FirstNet,BHSF Corporate,0,Phone,4
INC0459658,Cerner Millennium,BHSF Corporate,0,Phone,2
INC0450684,Cerner RevCycle Registration,Boca Raton Regional Hospital,0,Self-service,0
INC0441294,WZB1DED763ABE9,Baptist Hospital of Miami,0,Self-service,2
INC0422474,Cerner RevCycle Registration,Baptist Outpatient Services,0,Self-service,0
INC0459948,Revenue Cycle Analytics (RCA),BHSF Corporate,0,Phone,3
INC0459967,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0427315,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0415830,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0410308,Cerner RevCycle Registration,Baptist Outpatient Services,0,Self-service,0
INC0438191,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0415693,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0442234,Cerner Millennium,South Miami Hospital,0,Phone,3
INC0455729,Cerner RevCycle Registration,Baptist Outpatient Services,0,Chat,0
INC0396956,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0406485,Cerner Millennium,South Miami Hospital,0,Phone,3
INC0411380,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0451044,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0422125,Cerner RevCycle Registration,Baptist Outpatient Services,0,Self-service,0
INC0393997,Cerner Millennium,South Miami Hospital,0,Phone,4
INC0441647,6CM91216FJ - Z22N G2,Baptist Outpatient Services,0,Phone,2
INC0440562,Cerner Millennium,BHSF Corporate,0,Phone,2
INC0431879,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,2
INC0456861,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0432056,Revenue Cycle Analytics (RCA),South Miami Hospital,0,Phone,3
INC0423590,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0418796,Hardware Issue,BHSF Corporate,0,Phone,3
INC0422241,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0462398,Cerner RevCycle Registration,Baptist Health Medical Group,0,Self-service,0
INC0393446,Cerner RevCycle Registration,Doctors Hospital,0,Self-service,0
INC0433935,Revenue Cycle Analytics (RCA),BHSF Corporate,0,Phone,0
INC0421485,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0459994,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0437163,Provider - Office Staff,South Miami Hospital,0,Self-service,2
INC0458253,Cerner RevCycle Registration,BHSF Corporate,0,Phone,7
INC0438352,Provider - Cerner Issue,BHSF Corporate,0,Self-service,1
INC0434666,Cerner RevCycle Registration,Fishermen's Community Hospital / Main / 1st Floor,0,Self-service,0
INC0459977,Provider - Cerner Issue,BHSF Corporate,0,Self-service,1
INC0429392,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0430567,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0408387,Hardware Support,Baptist Outpatient Services,0,Walk-in,0
INC0413732,Cerner RevCycle Registration,Fishermen's Community Hospital,0,Self-service,0
INC0419169,Soarian Financials,Miami Cancer Institute,0,Phone,5
INC0414689,Provider - Cerner Issue,BHSF Corporate,0,Self-service,1
INC0433715,Revenue Cycle Analytics (RCA),BHSF Corporate,0,Phone,2
INC0396978,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0432134,Cerner Millennium,South Miami Hospital,0,Phone,3
INC0400849,Cerner RevCycle Registration,Corporate,0,Self-service,0
INC0424212,Cerner RevCycle Registration,Fishermen's Community Hospital,0,Self-service,0
INC0397107,Cerner Millennium,West Kendall Baptist Hospital,0,Phone,1
INC0414820,Cerner Millennium,Baptist Hospital of Miami,0,Phone,2
INC0459361,Cerner RevCycle Registration,BHSF Corporate,0,Phone,3
INC0434249,Cerner RevCycle Registration,Administrative Support Building,0,Self-service,0
INC0431627,Cerner RevCycle Registration,Fishermen's Community Hospital,0,Self-service,0
INC0422202,Cerner RevCycle Registration,Fishermen's Community Hospital,0,Self-service,0
INC0440602,Cerner Millennium,South Miami Hospital,0,Phone,2
INC0432197,Revenue Cycle Analytics (RCA),Baptist Outpatient Services,0,Phone,3
INC0447730,Cerner RevCycle Registration,South Miami Hospital,0,Self-service,0
INC0434278,Cerner RevCycle Registration,Baptist Outpatient Services,0,Self-service,0
INC0433033,Revenue Cycle Analytics (RCA),BHSF Corporate,0,Phone,1
INC0449525,Cerner RevCycle Registration,Baptist Outpatient Services,0,Self-service,0
INC0433522,Revenue Cycle Analytics (RCA),Mariners Hospital,0,Phone,1
INC0396988,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0401236,Cerner FirstNet,Baptist Outpatient Services,0,Phone,3
INC0405969,Revenue Cycle Analytics (RCA),BHSF Corporate,0,Phone,2
INC0406161,Cerner RevCycle Registration,Baptist Outpatient Services,0,Phone,2
INC0403466,Cerner RevCycle Registration,Baptist Outpatient Services,0,Self-service,0
INC0393322,Cerner Solution Compliance,Mariners Hospital,0,Self-service,0
INC0436390,Cerner RevCycle Registration,Boca Raton Regional Hospital,0,Self-service,0
INC0393451,Cerner RevCycle Registration,Doctors Hospital,0,Self-service,0
INC0424468,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0422545,Cerner RevCycle Registration,Mariners Hospital,0,Self-service,0
INC0434851,Cerner PowerChart Acute Case Management,BHSF Corporate,0,Phone,4
INC0436325,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0392392,WZC8D9D2171E9D,Miami Cancer Institute,0,Phone,3
INC0411817,WZ186024A9423B,BHSF Corporate,0,Phone,8
INC0431770,Revenue Cycle Analytics (RCA),BHSF Corporate,0,Phone,1
INC0421409,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0402141,Cerner FirstNet,Baptist Outpatient Services,0,Phone,8
INC0391942,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0421296,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0393440,Cerner RevCycle Registration,Doctors Hospital,0,Self-service,0
INC0425505,Cerner RevCycle Registration,BHSF Corporate,0,Chat,0
INC0391865,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0421488,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0420109,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0432550,Revenue Cycle Analytics (RCA),BHSF Corporate,0,Phone,1
INC0415374,Hardware Issue,BHSF Corporate,0,Phone,3
INC0404356,Cerner RevCycle Registration,Fishermen's Community Hospital,0,Self-service,0
INC0460324,Cerner FirstNet,BHSF Corporate,0,Phone,2
INC0446785,Cerner Millennium,BHSF Corporate,0,Email,0
INC0460042,Cerner RevCycle Registration,Baptist Health Medical Group,0,Self-service,0
INC0442909,Cerner RevCycle Registration,,0,Phone,4
INC0420883,Cerner - HDX,BHSF Corporate,0,Phone,2
INC0455984,Cerner RevCycle Registration,Baptist Health Medical Group,0,Self-service,0
INC0433676,Revenue Cycle Analytics (RCA),BHSF Corporate,0,Phone,1
INC0401811,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0411463,Cerner RevCycle Registration,BHSF Corporate,0,Phone,1
INC0446464,Cerner RevCycle Registration,Baptist Outpatient Services,0,Phone,3
INC0460718,PHBB342800,Baptist Outpatient Services,0,Phone,1
INC0396973,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0392735,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0434516,Revenue Cycle Analytics (RCA),,0,Phone,1
INC0401193,Provider - Cerner Issue,Fishermen's Community Hospital,0,Self-service,1
INC0402742,Cerner Millennium,Baptist Outpatient Services,0,Phone,5
INC0442958,Cerner RevCycle Registration,BHSF Corporate,0,Chat,0
INC0421465,Cerner RevCycle Registration,Corporate,0,Self-service,0
INC0413436,WZ80E82CDF3F7C,Country Walk Baptist Medical Plaza,0,Walk-in,4
INC0451313,Cerner RevCycle Registration,Baptist Health International Cayman Islands,0,Self-service,0
INC0402830,Cerner RevCycle Registration,South Miami Hospital,0,Self-service,0
INC0438139,Cerner Millennium,BHSF Corporate,0,Phone,3
INC0432126,Cerner RevCycle Registration,BHSF Corporate,0,Phone,1
INC0447507,Cerner RevCycle Registration,"Bethesda Hospital, Inc",0,Self-service,0
INC0426872,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0402665,Cerner Millennium,BHSF Corporate,0,Email,0
INC0407788,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0425258,Cerner RevCycle Registration,BHSF Corporate,0,Self-service,0
INC0403456,Hardware Issue,Baptist Hospital of Miami,0,Phone,2
INC0403557,Soarian Financials,BHSF Corporate,0,Phone,1
INC0430813,Cerner PowerChart Acute Case Management,Baptist Hospital of Miami,0,Phone,4
INC0437612,Cerner RevCycle Registration,Mariners Hospital,0,Self-service,1
INC0447740,Soarian Financials,Miami Cancer Institute,0,Phone,3
INC0406627,Cerner PowerChart Acute Case Management,Baptist Hospital of Miami,0,Phone,2
INC0403483,Soarian Financials,Baptist Outpatient Services,0,Phone,2
INC0403515,Soarian Financials,Baptist Health Medical Group,0,Phone,2
INC0403499,Soarian Financials,Miami Cancer Institute,0,Phone,2
INC0396002,HealthPay24,Doctors Hospital,0,Phone,2
INC0432434,Cerner Millennium,Mariners Hospital,0,Phone,2
INC0409149,Soarian Financials,Baptist Hospital of Miami,0,Phone,3
INC0403461,Soarian Financials,Baptist Health Medical Group,0,Phone,3
INC0433809,Soarian Financials,BHSF Corporate,0,Phone,2
INC0396605,HealthPay24,BHSF Corporate,0,Phone,1
INC0403514,Soarian Financials,Miami Cancer Institute,0,Phone,2
INC0439280,HealthPay24,Baptist Outpatient Services,0,Phone,1
INC0446675,RelayAssurance Plus (ePREMIS),,0,Phone,1
INC0404230,WZ10E7C624F2FF,BHSF Corporate,0,Email,0
INC0433802,Soarian Financials,Baptist Hospital of Miami,0,Phone,2
INC0403496,Soarian Financials,Baptist Outpatient Services,0,Phone,2
INC0429705,WZ84A93E8AB89E,BHSF Corporate,0,Phone,8
INC0430635,HealthPay24,BHSF Corporate,0,Phone,1
INC0403562,Soarian Financials,BHSF Corporate,0,Phone,2
INC0407617,EMUE,BHSF Corporate,0,Phone,4
INC0391523,Cerner Millennium,Baptist Hospital of Miami,0,Phone,6
INC0403470,Soarian Financials,Baptist Outpatient Services,0,Phone,2
INC0403445,Soarian Financials,Baptist Health Medical Group,0,Phone,3
INC0450834,HealthPay24,BHSF Corporate,0,Phone,8
INC0451694,Soarian Financials,South Miami Hospital,0,Phone,2
INC0403506,Soarian Financials,Baptist Health Medical Group,0,Phone,2
INC0412171,Soarian Financials,BHSF Corporate,0,Phone,4
INC0413183,Soarian Financials,BHSF Corporate,0,Phone,0
INC0436035,Report Support,Miami Cancer Institute,0,Phone,5
INC0403484,Soarian Financials,,0,Phone,2
INC0413481,HealthPay24,Baptist Outpatient Services,0,Phone,1
INC0455462,HealthPay24,Miami Cancer Institute,0,Phone,1
INC0428129,PeopleSoft - Finance,Mariners Hospital,0,Self-service,3
INC0403457,Soarian Financials,BHSF Corporate,0,Phone,1
INC0426614,RelayAssurance Plus (ePREMIS),BHSF Corporate,0,Phone,1
INC0412893,HealthPay24,Baptist Outpatient Services,0,Phone,3
INC0436508,HealthPay24,,0,Phone,4
INC0418799,Cerner Millennium,Miami Cancer Institute,0,Phone,3
INC0403510,Soarian Financials,Baptist Outpatient Services,0,Phone,2
INC0407049,HealthPay24,Miami Cancer Institute,0,Phone,1
INC0422383,Hardware Issue,West Kendall Baptist Medical Plaza,0,Phone,2
INC0405268,Soarian Financials,BHSF Corporate,0,Phone,3
INC0436656,WZ0068EBCA0554,Baptist Health Medical Group,0,Phone,3
INC0430406,RelayAssurance Plus (ePREMIS),BHSF Corporate,0,Phone,1
INC0403511,Soarian Financials Reporting (Analytics Library/BI LaunchPad),BHSF Corporate,0,Phone,2
INC0403465,Soarian Financials,Miami Cancer Institute,0,Phone,2
INC0413636,HealthPay24,South Miami Hospital,0,Walk-in,2
INC0448623,HealthPay24,Baptist Outpatient Services,0,Self-service,1
INC0403601,Soarian Financials,Baptist Hospital of Miami,0,Self-service,1
INC0403464,Soarian Financials Reporting (Analytics Library/BI LaunchPad),Baptist Outpatient Services,0,Phone,2
INC0407239,WZ10E7C6286D76,BHSF Corporate,0,Email,0
INC0457351,HealthPay24,Baptist Outpatient Services,0,Phone,2
INC0437525,WZECB1D75979B5,,0,Email,0
INC0403656,Soarian Financials,BHSF Corporate,0,Self-service,1
INC0393741,HealthPay24,Baptist Outpatient Services,0,Phone,1
INC0435361,MCI Scheduling Request,Miami Cancer Institute,0,Self-service,3
INC0403558,Soarian Financials Reporting (Analytics Library/BI LaunchPad),Miami Cancer Institute,0,Phone,1
INC0442297,Soarian Financials,Doctors Hospital,0,Phone,2
INC0403527,Soarian Financials,Baptist Health Medical Group,0,Self-service,1
INC0403442,Soarian Financials,Baptist Health Medical Group,28,Phone,3
INC0402900,Soarian Financials Reporting (Analytics Library/BI LaunchPad),BHSF Corporate,0,Phone,5
INC0403480,Active Directory,Miami Cancer Institute,0,Phone,2
INC0403565,Soarian Financials,BHSF Corporate,0,Phone,1
INC0403437,Soarian Financials,Baptist Health Medical Group,0,Phone,2
INC0403568,Soarian Financials,,0,Phone,1
INC0413659,HealthPay24,South Miami Hospital,0,Walk-in,0
INC0406505,HealthPay24,Baptist Outpatient Services,0,Self-service,0
INC0418008,Active Directory,BHSF Corporate,0,Phone,1
INC0451677,Active Directory,BHSF Corporate,0,Phone,1
INC0458154,RelayAssurance Plus (ePREMIS),BHSF Corporate,0,Phone,1
INC0447127,HealthPay24,Baptist Outpatient Services,0,Self-service,1
INC0403476,Soarian Financials,Baptist Health Medical Group,0,Phone,2
INC0428353,Soarian Financials,,0,Phone,1
INC0403471,Soarian Financials,Miami Cancer Institute,0,Phone,2
INC0456921,Cerner Millennium,Baptist Health Medical Group,0,Self-service,0
INC0455489,Cerner Millennium,Baptist Health Medical Group,0,Self-service,0
INC0403047,Report Support,BHSF Corporate,0,Self-service,0
INC0407671,Cerner HEP,BHSF Corporate,0,Self-service,1
INC0405844,Cerner HEP,BHSF Corporate,0,Self-service,1
INC0456304,Cerner Millennium,Baptist Health Medical Group,0,Self-service,0
INC0448905,Provider - Cerner Issue,Baptist Hospital of Miami,0,Self-service,0
INC0411331,Provider - Cerner Issue,Doctors Hospital,0,Self-service,0
INC0457754,Cerner Millennium,Baptist Hospital of Miami,0,Phone,2
INC0430119,Cerner Millennium,Baptist Hospital of Miami,0,Self-service,0
INC0443548,WZ0068EBCDF465,,0,Phone,2
INC0418813,gGastro BOS,Baptist Health Enterprises,0,Phone,2
INC0447307,Cerner Millennium,Baptist Health Enterprises,0,Email,1
INC0401523,Cerner Millennium,Baptist Outpatient Services,0,Self-service,0
INC0427441,Cerner Millennium,Miami Cancer Institute,0,Phone,2
INC0449683,Cerner Millennium,Baptist Outpatient Services,0,Chat,1
INC0422394,E-Clinical Works - MCI & GEC,Baptist Outpatient Services,0,Phone,1
INC0443960,Cerner Millennium,Fishermen's Community Hospital,0,Self-service,0
INC0408351,PacsGear,Baptist Hospital of Miami,0,Self-service,0
INC0460794,Cerner Millennium,Homestead Hospital,0,Email,1
INC0426953,Cerner PowerChart Acute Case Management,Baptist Hospital of Miami,0,Phone,3
INC0414626,Cerner Millennium,Baptist Hospital of Miami,0,Email,0
INC0426578,gGastro BOS,Baptist Health Enterprises,0,Phone,0
INC0438202,Cerner Millennium,Baptist Outpatient Services,0,Self-service,0
INC0461179,Cerner Millennium,BHSF Corporate,0,Email,1
INC0437650,Provider - Tier 2 Issue,BHSF Corporate,0,Phone,0
INC0423913,Cerner Millennium,Doctors Hospital,0,Self-service,0
INC0425283,ChartLinks - Prod,Mariners Hospital,0,Self-service,1
INC0428507,WZD1C5F33260FF,Baptist Hospital of Miami,0,Phone,4
INC0446886,Cerner Millennium,Doctors Hospital,0,Self-service,0
INC0426304,Cerner Millennium,BHSF Corporate,0,Email,0
INC0394922,Cerner Millennium,Fishermen's Community Hospital,0,Self-service,0
INC0441141,Provider - Cerner Issue,Doctors Hospital,0,Self-service,0
INC0455302,ProVation,Coral Springs Baptist Medical Plaza,0,Phone,2
INC0424384,gGastro BOS,Baptist Outpatient Services,0,Phone,3
INC0462855,Provider - Cerner Issue,Baptist Hospital of Miami,0,Self-service,0
INC0444157,Cerner Millennium,Doctors Hospital,0,Self-service,0
INC0407016,ProVation,,0,Phone,3
INC0404291,Cerner Millennium,West Kendall Baptist Hospital,0,Self-service,1
INC0434648,WZB8677BF18CEA,,0,Self-service,9
INC0421472,Cerner Millennium,Baptist Outpatient Services,0,Phone,0
INC0403427,Chart Links,Homestead Hospital,0,Self-service,1
INC0411287,ProVation,Baptist Outpatient Services,0,Email,0
INC0435970,ProVation,Baptist Health Endoscopy Center at Coral Springs,0,Self-service,0
INC0401793,Cerner RevCycle Registration,Baptist Health Endoscopy Center at Flagler,0,Self-service,1
INC0392668,Provider - Cerner Issue,Baptist Hospital of Miami,0,Self-service,0
INC0418067,gGastro BOS,Baptist Outpatient Services,0,Phone,0
INC0434280,Provider - Tier 2 Issue,BHSF Corporate,0,Phone,0
INC0449640,ProVation,BHSF Corporate,0,Phone,2
INC0463886,Cerner RevCycle Registration,Baptist Outpatient Services,0,Self-service,1
INC0395997,ProVation,,0,Phone,2
INC0439986,Security Request,Doctors Hospital,0,Self-service,1
INC0403688,Cerner Millennium,BHSF Corporate,0,Phone,3
INC0451651,WZ6C4B907E6D45,Baptist Health Hospital Doral,0,Self-service,4
INC0425555,Cerner Millennium,Doctors Hospital,0,Self-service,1
INC0449355,Cerner Millennium,Boca Raton Regional Hospital,0,Phone,2
INC0422612,Provider - Cerner Issue,Baptist Hospital of Miami,0,Self-service,0
INC0434768,WZ84A93E84A6C1,BHSF Corporate,0,Phone,3
INC0400610,Cerner Millennium,Baptist Hospital of Miami,0,Email,0
INC0432019,gGastro BOS,Baptist Outpatient Services,0,Phone,0
INC0447639,WZC8D9D21AD0D8,Baptist Outpatient Services,0,Phone,2
INC0441947,Hardware Support,Doctors Hospital,0,Self-service,2
INC0450783,Cerner Millennium,Doctors Hospital,0,Self-service,2
INC0430264,Cerner Millennium,Baptist Hospital of Miami,0,Self-service,0
INC0416301,Provider - Cerner Issue,Mariners Hospital,0,Self-service,0
INC0447622,Cerner Millennium,Doctors Hospital,0,Chat,1
INC0432224,WZ874684B12BEF,BHSF Corporate,0,Self-service,5
INC0403095,Cerner RevCycle Registration,Fishermen's Community Hospital,0,Self-service,1
INC0459131,Cerner Millennium,Fishermen's Community Hospital,0,Email,1
INC0416133,gGastro BOS,Baptist Outpatient Services,0,Email,0
INC0456995,Cerner Millennium,Baptist Hospital of Miami,0,Self-service,0
INC0402668,Cerner Millennium,BHSF Corporate,0,Chat,0
INC0398479,Hardware Issue,West Kendall Baptist Hospital,0,Phone,2
INC0401037,Provider - Application Issue,Baptist Health South Florida,0,Self-service,1
INC0432059,gGastro BOS,Baptist Health Enterprises,0,Email,0
INC0415580,Cerner Millennium,Baptist Outpatient Services,0,Phone,2
INC0437796,gGastro BOS,Baptist Outpatient Services,0,Phone,0
INC0393765,gGastro BOS,Baptist Health Enterprises,0,Phone,0
INC0405935,Cerner Millennium,Baptist Outpatient Services,0,Chat,0
INC0424911,gGastro Bethesda,Bethesda Hospital West,0,Self-service,1
INC0448791,gGastro BOS,Baptist Outpatient Services,0,Self-service,1
INC0431308,Cerner Millennium,Baptist Health Enterprises,0,Phone,3
INC0436278,Cerner Millennium,Baptist Hospital of Miami,0,Self-service,0
INC0439409,Cerner Millennium,West Kendall Baptist Hospital,0,Self-service,0
INC0443256,Cerner Millennium,Baptist Hospital of Miami,0,Self-service,0
INC0396509,Provider - Cerner Issue,Doctors Hospital,0,Self-service,0
INC0395465,gGastro BOS,Baptist Health Enterprises,0,Phone,2
INC0411929,gGastro BOS,Baptist Outpatient Services,0,Phone,2
INC0419724,Cerner Millennium,Baptist Hospital of Miami,0,Phone,3
INC0401061,Cerner Millennium,Baptist Health South Florida,0,Virtual Agent,1
INC0413521,Cerner Millennium,Baptist Hospital of Miami,0,Self-service,0
INC0434244,Provider - Cerner Issue,Doctors Hospital,0,Self-service,0
INC0411362,Cerner Millennium,South Miami Hospital,0,Phone,3
INC0395117,Cerner Millennium,Baptist Health Plantation,0,Self-service,0
INC0433876,gGastro BOS,Baptist Health Enterprises,0,Email,0
INC0447046,Cerner Millennium,Baptist Outpatient Services,0,Chat,0
INC0416113,gGastro BOS,Baptist Outpatient Services,0,Phone,0
INC0460172,Cerner Millennium,Baptist Health Enterprises,0,Chat,1
INC0411360,Cerner Millennium,Baptist Hospital of Miami,0,Chat,0
INC0401792,RSA  Infrastructure,,0,Phone,1
INC0400163,Provider - Hardware Support,BHSF Corporate,0,Self-service,1
INC0426116,Provider - Cerner Issue,,0,Phone,0
INC0435283,VMware Horizon,,0,Phone,1
INC0420320,VPN,,0,Phone,1
INC0429478,Cerner Millennium,Baptist Health South Florida,0,Walk-in,0
INC0433498,Citrix Access Gateway,BHSF Corporate,0,Phone,1
INC0415921,Cerner Millennium,BHMG North,0,Walk-in,0
INC0446750,ras1,Bethesda Hospital East,0,Self-service,2
INC0395627,RSA  Infrastructure,,0,Phone,1
INC0445013,Cerner Millennium,BHSF Corporate,0,Self-service,0
